Learning Suite Quiz Number,Quiz #,Open Assessments ID,Title,Quiz URL,title,AyamelURL,url,ID,length,chapter,section,group,video,old video number,title,date,1,,class period,gilbert,optional,video # in semester,video # within group,newvideos,Section Number,Section Title,Chapter Number,Chapter Title Long,Chapter Title Short,Topic Course Schedule
10,6,83,Quiz 10,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=83,2_2_5_electron_transitions,https://ayamel.byu.edu/course/350/content/2772/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/Electron%20Transitions.mp4,2772,100,3,2,7,5,62,Number of Electrons in Each n Level,9/15/15,9,0,6,"3.2,3.4",0,50,3,,Sections 3.4,The Hydrogen Spectrum and the Bohr Model,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Atomic Spectra, Bohr Model"
10,6,83,Quiz 10,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=83,2_2_6_energy_of_electrons,https://ayamel.byu.edu/course/350/content/2773/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/Energy%20of%20Electrons.mp4,2773,100,3,2,7,5,62,Number of Electrons in Each n Level,9/15/15,9,0,6,"3.2,3.4",0,50,3,,Sections 3.4,The Hydrogen Spectrum and the Bohr Model,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Atomic Spectra, Bohr Model"
10,6,83,Quiz 10,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=83,2_2_7_limitations_of_the_bohr_equation,https://ayamel.byu.edu/course/350/content/2774/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/Limitations%20of%20the%20Bohr%20Equation.mp4,2774,100,3,2,7,5,62,Number of Electrons in Each n Level,9/15/15,9,0,6,"3.2,3.4",0,50,3,,Sections 3.4,The Hydrogen Spectrum and the Bohr Model,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Atomic Spectra, Bohr Model"
10,6,83,Quiz 10,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=83,2_2_8_the_bohr_equation,https://ayamel.byu.edu/course/350/content/2775/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/The%20Bohr%20Equation.mp4,2775,100,3,2,7,5,62,Number of Electrons in Each n Level,9/15/15,9,0,6,"3.2,3.4",0,50,3,,Sections 3.4,The Hydrogen Spectrum and the Bohr Model,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Atomic Spectra, Bohr Model"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_2_standing_waves,https://ayamel.byu.edu/course/350/content/2206/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_2bb.mp4,2206,131.354,3,3,8,2,64,standing waves,9/17/15,10,1,7,3.5-3.7,0,51,1,,Sections 3.5,Electrons as Waves,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_3_electrons_as_standing_waves,https://ayamel.byu.edu/course/350/content/2207/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_3bb.mp4,2207,128.217,3,3,8,3,65,electrons as standing waves,9/17/15,10,0,7,3.5-3.7,0,52,2,,Sections 3.5,Electrons as Waves,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_4_the_heisenberg_uncertainty_principle,https://ayamel.byu.edu/course/350/content/2208/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_4bb.mp4,2208,169.625,3,3,8,4,66,The Heisenberg Uncertainly Principle,9/17/15,10,0,7,3.5-3.7,0,53,3,,Sections 3.5,Electrons as Waves,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_5_quantum_numbers,https://ayamel.byu.edu/course/350/content/2209/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_5bb.mp4,2209,200.357,3,3,8,5,67,quantum numbers,9/17/15,10,0,7,3.5-3.7,0,54,4,,Sections 3.6,Quantum Numbers,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_6_s_orbitals,https://ayamel.byu.edu/course/350/content/2210/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_6bb.mp4,2210,58.314,3,3,8,6,68,s orbitals,9/17/15,10,0,7,3.5-3.7,0,55,5,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_7_p_orbitals,https://ayamel.byu.edu/course/350/content/2211/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_7bb.mp4,2211,77.3,3,3,8,7,69,p orbitals,9/17/15,10,0,7,3.5-3.7,0,56,6,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_8_d_orbitals,https://ayamel.byu.edu/course/350/content/2212/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_8bb.mp4,2212,69.159,3,3,8,8,70,d orbitals,9/17/15,10,0,7,3.5-3.7,0,57,7,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_9_f_orbitals,https://ayamel.byu.edu/course/350/content/2213/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_9bb.mp4,2213,50.274,3,3,8,9,71,f orbitals,9/17/15,10,0,7,3.5-3.7,0,58,8,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_3_10_review_of_orbitals,https://ayamel.byu.edu/course/350/content/2214/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_3_10bb.mp4,2214,159.049,3,3,8,10,72,Summary of Quantum Numbers and Orbitals,9/17/15,10,0,7,3.5-3.7,0,59,9,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_4_1_the_quantum_mechanical_model,https://ayamel.byu.edu/course/350/content/2215/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_1bb.mp4,2215,84.574,3,4,9,1,73,The Quantum Mechanical Model of the Atom,9/17/15,10,0,7,3.5-3.7,0,60,10,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
11,7,84,Quiz 11,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=84,3_4_2_finding_electrons,https://ayamel.byu.edu/course/350/content/2216/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_2bb.mp4,2216,140.997,3,4,9,2,74,orbital electron density,9/17/15,10,0,7,3.5-3.7,0,61,11,,Sections 3.7,The sizes and Shapes of Atomic Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Waves, Orbitals"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_3_electron_spin_the_pauli_exclusion_principle,https://ayamel.byu.edu/course/350/content/2217/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_3bb.mp4,2217,124.58,3,4,9,3,75,Electron Spin and the Pauli Exclusion Principle,9/19/15,11,1,8,"3.5,3.8-3.9",0,62,1,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_4_electron_apartments,https://ayamel.byu.edu/course/350/content/2218/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_4bb.mp4,2218,138.094,3,4,9,4,76,electron apartments,9/19/15,11,0,8,"3.5,3.8-3.9",0,63,2,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_5_hund_s_rule,https://ayamel.byu.edu/course/350/content/2219/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_5bb.mp4,2219,134.624,3,4,9,5,77,Hund's Rule,9/19/15,11,0,8,"3.5,3.8-3.9",0,64,3,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_6_filling_orbitals,https://ayamel.byu.edu/course/350/content/2220/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_6bb.mp4,2220,152.209,3,4,9,6,78,filling orbitals,9/19/15,11,0,8,"3.5,3.8-3.9",0,65,4,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_7_trendbreakers,https://ayamel.byu.edu/course/350/content/2221/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_7bb.mp4,2221,78.602,3,4,9,7,79,Trend Breakers,9/19/15,11,0,8,"3.5,3.8-3.9",0,66,5,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_8_electron_configuration,https://ayamel.byu.edu/course/350/content/2222/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_8bb.mp4,2222,223.512,3,4,9,8,80,electron configuration,9/19/15,11,0,8,"3.5,3.8-3.9",0,67,6,,Sections 3.9,Electron Configurations ,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_10_periodic_placement,https://ayamel.byu.edu/course/350/content/2224/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_10bb.mp4,2224,94.617,3,4,9,10,82,periodic placement I,9/19/15,11,0,8,"3.5,3.8-3.9",0,68,7,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_4_11_periodic_placement_ii,https://ayamel.byu.edu/course/350/content/2225/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_4_11bb.mp4,2225,114.804,3,4,9,11,83,periodic placement ii,9/19/15,11,0,8,"3.5,3.8-3.9",0,69,8,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_5_4_valence_electrons,https://ayamel.byu.edu/course/350/content/2229/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_5_4bb.mp4,2229,116.807,3,5,10,4,87,valence electrons,9/19/15,11,0,8,"3.5,3.8-3.9",0,70,9,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
12,8,85,Quiz 12,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=85,3_5_5_effective_nuclear_charge,https://ayamel.byu.edu/course/350/content/2230/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_5_5bb.mp4,2230,152.475,3,5,10,5,88,Effective Nuclear charge or Zeff,9/19/15,11,0,8,"3.5,3.8-3.9",0,71,10,,Sections 3.8,The Periodic Table and Filling Orbitals,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,"Electron Configuration, Periodic Table"
13,9,86,Quiz 13,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=86,3_5_1_atomic_radii,https://ayamel.byu.edu/course/350/content/2226/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_5_1bb.mp4,2226,106.129,3,5,10,1,84,atomic radii,9/22/15,12,1,9,3.8-3.12,0,72,1,,Sections 3.10,The Sizes of Atoms and Ions,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,Periodic Trends
13,9,86,Quiz 13,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=86,3_5_2_ionization_energy_cations,https://ayamel.byu.edu/course/350/content/2227/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_5_2bb.mp4,2227,190.514,3,5,10,2,85,ionization energy and cations,9/22/15,12,0,9,3.8-3.12,0,73,2,,Sections 3.11,Ionizations Energies,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,Periodic Trends
13,9,86,Quiz 13,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=86,3_5_3_electron_affinity_anions,https://ayamel.byu.edu/course/350/content/2228/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_5_3bb.mp4,2228,141.13,3,5,10,3,86,electron affinity and anions,9/22/15,12,0,9,3.8-3.12,0,74,3,,Sections 3.12,Electron Affinities,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,Periodic Trends
13,9,86,Quiz 13,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=86,3_5_6_atomic_radii_in_light_of_zeff,https://ayamel.byu.edu/course/350/content/2231/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/3_5_6bb.mp4,2231,239.462,3,5,10,6,89,Atomic Radii and Zeff,9/22/15,12,0,9,3.8-3.12,0,75,4,,Sections 3.10,The Sizes of Atoms and Ions,3,Atomic Structure: Explaining the Properties of the Elements,Atomic Structure,Periodic Trends
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,4_1_1_chemical_bonds,https://ayamel.byu.edu/course/350/content/2232/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_1bb.mp4,2232,63.285,4,1,11,1,90,chemical bonds,9/26/15,13,1,11,4.1-4.3,0,76,1,,Sections 4.1,Chemical Bonds,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,4_1_6_lewis_structures,https://ayamel.byu.edu/course/350/content/2237/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_6bb.mp4,2237,100.824,4,1,11,6,95,lewis structures,9/26/15,13,0,11,4.1-4.3,0,77,2,,Sections 4.3,Lewis Symbols and Structures,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,4_1_7_the_lewis_structure_of_ch4,https://ayamel.byu.edu/course/350/content/2238/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_7bb.mp4,2238,76.565,4,1,11,7,96,Lewis Structure of Methane,9/26/15,13,0,11,4.1-4.3,0,78,3,,Sections 4.3,Lewis Symbols and Structures,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,4_5_4_naming_simple_covalent_compounds,https://ayamel.byu.edu/course/350/content/2264/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_4bb.mp4,2264,237.994,4,5,15,4,122,naming simple covalent compounds,9/26/15,13,0,11,4.1-4.3,0,79,4,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,4_5_5_naming_polyatomic_ions_i_oxyanions,https://ayamel.byu.edu/course/350/content/2265/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_5bb.mp4,2265,203.459,4,5,15,5,123,naming polyatomic ions i,9/26/15,13,0,11,4.1-4.3,0,80,5,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,4_5_6_naming_polyatomic_ions_ii,https://ayamel.byu.edu/course/350/content/2266/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_6bb.mp4,2266,123.547,4,5,15,6,124,naming polyatomic ions ii,9/26/15,13,0,11,4.1-4.3,0,81,6,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_1_3_ionic_bonding_in_nacl,https://ayamel.byu.edu/course/350/content/2272/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_1_3bb.mp4,2272,127.45,5,1,16,3,130,ionic bonding in nacl,9/26/15,13,0,11,4.1-4.3,0,82,7,,Sections 4.1,Chemical Bonds,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_1_4_ionic_bonds_as_extremely_polar_covalent_bonds,https://ayamel.byu.edu/course/350/content/2273/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_1_4bb.mp4,2273,109.365,5,1,16,4,131,ionic bonds as extremely polar covalent bonds,9/26/15,13,0,11,4.1-4.3,0,83,8,,Sections 4.1,Chemical Bonds,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_1_5_predicting_ionic_bond_character,https://ayamel.byu.edu/course/350/content/2274/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_1_5bb.mp4,2274,230.42,5,1,16,5,132,Predicting Ionic Character,9/26/15,13,0,11,4.1-4.3,0,84,9,,Sections 4.1,Chemical Bonds,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_2_1_predicting_the_formulas_of_main_group_ionic_compounds,https://ayamel.byu.edu/course/350/content/2275/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_2_1bb.mp4,2275,242.132,5,2,17,1,133,predicting the formulas of main group ionic compounds,9/26/15,13,0,11,4.1-4.3,0,85,10,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_2_2_predicting_the_formulas_of_main_group_ionic_compounds_ii,https://ayamel.byu.edu/course/350/content/2276/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_2_2bb.mp4,2276,135.325,5,2,17,2,134,predicting the formulas of main group ionic compounds ii,9/26/15,13,0,11,4.1-4.3,0,86,11,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_2_3_predicting_the_formulas_of_other_ionic_compounds,https://ayamel.byu.edu/course/350/content/2277/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_2_3bb.mp4,2277,150.24,5,2,17,3,135,predicting the formulas of other ionic compounds,9/26/15,13,0,11,4.1-4.3,0,87,12,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_2_4_predicting_ion_charges_in_ionic_compounds,https://ayamel.byu.edu/course/350/content/2278/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_2_4bb.mp4,2278,132.155,5,2,17,4,136,predicting ion charges in ionic compounds,9/26/15,13,0,11,4.1-4.3,0,88,13,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,5_2_5_naming_ionic_compounds,https://ayamel.byu.edu/course/350/content/2279/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/5_2_5bb.mp4,2279,168.625,5,2,17,5,137,naming ionic compounds,9/26/15,13,0,11,4.1-4.3,0,89,14,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
14,10,87,Quiz 14,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=87,9_1_7_acid_nomenclature,https://ayamel.byu.edu/course/350/content/2338/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/9_1_7bb.mp4,2338,133.055,9,1,27,7,196,acid nomenclature,9/26/15,13,0,11,4.1-4.3,0,90,15,,Sections 4.2,Naming and Writing Formulas,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,"Ionic Compounds, Octet Rule, Naming"
15,,,Quiz 15,,4_3_1_electronegativity,https://ayamel.byu.edu/course/350/content/2248/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_3_1bb.mp4,2248,172.695,4,3,13,1,106,electronegativity,9/29/15,14,1,12,4.1-4.4,0,91,1,,Sections 4.4,Electronegativity: Unequal Sharing and Polar Bonds,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,
16,11,88,Quiz 16,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=88,4_4_1_formal_charge_i,https://ayamel.byu.edu/course/350/content/2255/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_4_1bb.mp4,2255,102.059,4,4,14,1,113,formal charge i,10/1/15,15,1,13,4.6-4.9,0,92,1,,Sections 4.7,Formal Charge: Choosing among Lewis Structures,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,Advanced Lewis Structures
16,11,88,Quiz 16,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=88,4_4_2_formal_charge_ii,https://ayamel.byu.edu/course/350/content/2256/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_4_2bb.mp4,2256,142.699,4,4,14,2,114,formal charge ii,10/1/15,15,0,13,4.6-4.9,0,93,2,,Sections 4.7,Formal Charge: Choosing among Lewis Structures,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,Advanced Lewis Structures
16,11,88,Quiz 16,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=88,4_4_3_the_lewis_structure_of_ozone,https://ayamel.byu.edu/course/350/content/2257/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_4_3bb.mp4,2257,161.217,4,4,14,3,115,Lewis Structure of Ozone,10/1/15,15,0,13,4.6-4.9,0,94,3,,Sections 4.7,Formal Charge: Choosing among Lewis Structures,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,Advanced Lewis Structures
16,11,88,Quiz 16,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=88,4_4_4_resonance,https://ayamel.byu.edu/course/350/content/2258/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_4_4bb.mp4,2258,136.259,4,4,14,4,116,resonance,10/1/15,15,0,13,4.6-4.9,0,95,4,,Sections 4.6,Resonance,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,Advanced Lewis Structures
16,11,88,Quiz 16,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=88,4_4_5_bond_order,https://ayamel.byu.edu/course/350/content/2259/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_4_5bb.mp4,2259,55.579,4,4,14,5,117,bond order,10/1/15,15,0,13,4.6-4.9,0,96,5,,Sections 4.9,The Lengths and Strengths of Covalent Bonds,4,Chemical Bonding: Understanding Climate Change,Chemical Bonding,Advanced Lewis Structures
17,12,89,Quiz 17,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=89,4_1_9_shape_vsepr,https://ayamel.byu.edu/course/350/content/2240/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_9bb.mp4,2240,251.074,4,1,11,9,98,Shape and VSEPR,10/3/15,16,1,14,5.1-5.3,0,97,1,,Sections 5.2,Valence-Shell Electron-Pair Repulsion Theory (VSEPR),5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Shape
17,12,89,Quiz 17,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=89,4_5_7_bond_polarity,https://ayamel.byu.edu/course/350/content/2267/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_7bb.mp4,2267,104.66,4,5,15,7,125,bond polarity,10/3/15,16,0,14,5.1-5.3,0,98,2,,Sections 5.3,Polar Bonds and Polar Molecules,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Shape
17,12,89,Quiz 17,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=89,4_5_8_molecular_polarity,https://ayamel.byu.edu/course/350/content/2268/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_5_8bb.mp4,2268,149.105,4,5,15,8,126,molecular polarity,10/3/15,16,0,14,5.1-5.3,0,99,3,,Sections 5.3,Polar Bonds and Polar Molecules,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Molecular Shape
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_1_5_valence_bond_theory,https://ayamel.byu.edu/course/350/content/2236/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_5bb.mp4,2236,80.069,4,1,11,5,94,valence bond theory,10/6/15,17,1,15,5.4-5.5,0,100,1,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
18,13,90,Quiz 18,http://openanalytics-assessments.com/assessments/lti?custom_assessment_id=90,4_1_8_orbital_hybridization,https://ayamel.byu.edu/course/350/content/2239/lti,http://chempath.byu.edu/chem105/blackboardmp4videos/4_1_8bb.mp4,2239,214.404,4,1,11,8,97,orbital hybridization,10/6/15,17,0,15,5.4-5.5,0,101,2,,Sections 5.4,Valence Bond Theory and Hybrid Orbitals,5,Bonding Theories: Explaining Molecular Geometry,Bonding Theories,Valence Bond Theory
